"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
79.9,760,0.024,,,,,
78.5,760,0.043,,,,,
77.75,760,0.0565,,,,,
77.2,760,0.065,,,,,
75.45,760,0.095,,,,,
74.35,760,0.115,,,,,
73.05,760,0.1425,,,,,
72.0,760,0.1675,,,,,
70.85,760,0.199,,,,,
70.0,760,0.2265,,,,,
68.8,760,0.274,,,,,
67.6,760,0.3275,,,,,
66.8,760,0.37,,,,,
66.1,760,0.425,,,,,
65.35,760,0.495,,,,,
64.9,760,0.548,,,,,
64.65,760,0.6,,,,,
64.4,760,0.66,,,,,
64.2,760,0.739,,,,,
64.25,760,0.8,,,,,
64.75,760,0.895,,,,,
64.95,760,0.91,,,,,
65.35,760,0.93,,,,,
66.4,760,0.962,,,,,
