"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
523.15,134.6,0.0,0.0,+-0.1,+-0.7,+-0.001,+-0.001
523.15,140.7,0.041,0.087,+-0.1,+-0.7,+-0.001,+-0.001
523.15,151.0,0.102,0.188,+-0.1,+-0.7,+-0.001,+-0.001
523.15,161.3,0.18,0.304,+-0.1,+-0.7,+-0.001,+-0.001
523.15,182.6,0.326,0.469,+-0.1,+-0.7,+-0.001,+-0.001
523.15,198.6,0.457,0.59,+-0.1,+-0.7,+-0.001,+-0.001
523.15,213.8,0.589,0.704,+-0.1,+-0.7,+-0.001,+-0.001
523.15,223.5,0.691,0.785,+-0.1,+-0.7,+-0.001,+-0.001
523.15,235.6,0.826,0.879,+-0.1,+-0.7,+-0.001,+-0.001
523.15,238.8,0.888,0.924,+-0.1,+-0.7,+-0.001,+-0.001
523.15,246.0,1.0,1.0,+-0.1,+-0.7,+-0.001,+-0.001
