"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80,125.8,0.0,,+-0.01,+-0.10,+-0.001,
80,181.47,0.121,,+-0.01,+-0.10,+-0.001,
80,208.93,0.194,,+-0.01,+-0.10,+-0.001,
80,243.27,0.298,,+-0.01,+-0.10,+-0.001,
80,264.58,0.366,,+-0.01,+-0.10,+-0.001,
80,276.07,0.406,,+-0.01,+-0.10,+-0.001,
80,290.19,0.456,,+-0.01,+-0.10,+-0.001,
80,322.04,0.574,,+-0.01,+-0.10,+-0.001,
80,343.95,0.661,,+-0.01,+-0.10,+-0.001,
80,363.3,0.738,,+-0.01,+-0.10,+-0.001,
80,383.87,0.824,,+-0.01,+-0.10,+-0.001,
80,425.91,1.0,,+-0.01,+-0.10,+-0.001,
