"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
221.13,0.936,0.147,,,,,
221.07,0.899,0.253,,,,,
221.69,0.914,0.39,,,,,
221.68,0.954,0.494,,,,,
221.67,0.954,0.502,,,,,
220.91,0.796,0.522,,,,,
220.8,0.818,0.526,,,,,
220.82,0.811,0.526,,,,,
221.66,0.805,0.619,,,,,
221.7,0.934,0.625,,,,,
221.2,0.965,0.731,,,,,
221.14,0.962,0.747,,,,,
221.13,0.962,0.833,,,,,
241.71,1.958,0.266,,,,,
241.46,1.908,0.379,,,,,
241.21,1.641,0.487,,,,,
241.12,1.665,0.489,,,,,
241.37,1.897,0.609,,,,,
241.31,1.892,0.741,,,,,
241.76,4.357,0.491,,,,,
