"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
202.6,13.96,,0.866,,,,
202.6,14.07,0.458,,,,,
202.6,15.38,0.512,0.851,,,,
202.6,17.06,,0.812,,,,
202.6,17.2,0.6,,,,,
