"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
420.9,1.224,0.49,,+-0.05,+-0.01,0.001,
429.61,1.474,0.49,,+-0.05,+-0.01,0.001,
439.79,1.809,0.49,,+-0.05,+-0.01,0.001,
449.2,2.154,0.49,,+-0.05,+-0.01,0.001,
458.67,2.544,0.49,,+-0.05,+-0.01,0.001,
468.45,2.974,0.49,,+-0.05,+-0.01,0.001,
479.77,3.514,0.49,,+-0.05,+-0.01,0.001,
490.24,4.038,0.49,,+-0.05,+-0.01,0.001,
500.32,4.548,0.49,,+-0.05,+-0.01,0.001,
506.31,4.858,0.49,,+-0.05,+-0.01,0.001,
513.83,5.248,0.49,,+-0.05,+-0.01,0.001,
516.32,5.353,0.49,,+-0.05,+-0.01,0.001,
527.92,5.924,0.49,,+-0.05,+-0.01,0.001,
536.13,6.2,0.49,,+-0.05,+-0.01,0.001,
