"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
400.0,75.74,0.0,0.0,,,,
400.0,100.0,0.019,0.205,,,,
400.0,200.0,0.1,0.57,,,,
400.0,300.0,0.191,0.695,,,,
400.0,400.0,0.285,0.76,,,,
400.0,500.0,0.415,0.808,,,,
400.0,600.0,0.56,0.841,,,,
400.0,650.0,0.645,0.855,,,,
400.0,700.0,0.729,0.861,,,,
400.0,742.0,0.854,0.854,,,,
