"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
65,120.5,0.0028,0.1758,+-0.03,+-0.05,,
65,239.7,0.028,0.6007,+-0.03,+-0.05,,
65,261.6,0.0716,0.7396,+-0.03,+-0.05,,
65,408.4,0.1372,0.7724,+-0.03,+-0.05,,
65,432.9,0.2198,0.7897,+-0.03,+-0.05,,
65,448.2,0.3202,0.7987,+-0.03,+-0.05,,
65,454.4,0.393,0.8051,+-0.03,+-0.05,,
65,459.6,0.476,0.8099,+-0.03,+-0.05,,
65,464.1,0.5734,0.815,+-0.03,+-0.05,,
65,467.3,0.6553,0.8192,+-0.03,+-0.05,,
65,470.7,0.7396,0.8292,+-0.03,+-0.05,,
65,472.2,0.789,0.8346,+-0.03,+-0.05,,
65,473.3,0.8597,0.8522,+-0.03,+-0.05,,
65,472.6,0.8846,0.8615,+-0.03,+-0.05,,
65,469.4,0.9254,0.8866,+-0.03,+-0.05,,
65,462.9,0.9556,0.919,+-0.03,+-0.05,,
65,457.1,0.9712,0.9384,+-0.03,+-0.05,,
65,451.6,0.9833,0.9582,+-0.03,+-0.05,,
