"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
383.15,14.09,0.0,,+-0.01,+-0.003,,
383.15,35.23,0.1122,,+-0.01,+-0.003,,
383.15,53.29,0.2506,,+-0.01,+-0.003,,
383.15,59.85,0.3492,,+-0.01,+-0.003,,
383.15,64.35,0.4486,,+-0.01,+-0.003,,
383.15,66.11,0.4989,,+-0.01,+-0.003,,
383.15,68.46,0.5923,,+-0.01,+-0.003,,
383.15,70.06,0.6574,,+-0.01,+-0.003,,
383.15,70.98,0.6963,,+-0.01,+-0.003,,
383.15,72.41,0.7578,,+-0.01,+-0.003,,
383.15,74.41,0.8518,,+-0.01,+-0.003,,
383.15,76.15,0.9549,,+-0.01,+-0.003,,
383.15,76.39,1.0,,+-0.01,+-0.003,,
