"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
391.61,105.0,0.0,0.0,+-0.01,+-0.1,,
390.97,105.0,0.0042,0.0153,+-0.01,+-0.1,,
390.28,105.0,0.0065,0.0274,+-0.01,+-0.1,,
388.69,105.0,0.0164,0.0944,+-0.01,+-0.1,,
386.35,105.0,0.0373,0.1793,+-0.01,+-0.1,,
385.38,105.0,0.0499,0.2137,+-0.01,+-0.1,,
382.74,105.0,0.0692,0.2942,+-0.01,+-0.1,,
381.66,105.0,0.0834,0.3418,+-0.01,+-0.1,,
379.59,105.0,0.1037,0.4037,+-0.01,+-0.1,,
377.82,105.0,0.1271,0.4635,+-0.01,+-0.1,,
373.38,105.0,0.1837,0.5636,+-0.01,+-0.1,,
369.79,105.0,0.244,0.6489,+-0.01,+-0.1,,
367.77,105.0,0.2718,0.6749,+-0.01,+-0.1,,
364.78,105.0,0.3339,0.7312,+-0.01,+-0.1,,
363.0,105.0,0.381,0.7659,+-0.01,+-0.1,,
360.64,105.0,0.4837,0.8112,+-0.01,+-0.1,,
359.08,105.0,0.5533,0.8369,+-0.01,+-0.1,,
357.95,105.0,0.6186,0.8497,+-0.01,+-0.1,,
356.83,105.0,0.6941,0.8704,+-0.01,+-0.1,,
355.81,105.0,0.7846,0.8919,+-0.01,+-0.1,,
355.15,105.0,0.8324,0.9079,+-0.01,+-0.1,,
354.82,105.0,0.8883,0.9291,+-0.01,+-0.1,,
354.32,105.0,0.9396,0.9536,+-0.01,+-0.1,,
354.19,105.0,0.9738,0.9761,+-0.01,+-0.1,,
354.03,105.0,0.9833,0.9916,+-0.01,+-0.1,,
354.41,105.0,1.0,1.0,+-0.01,+-0.1,,
