"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
349.86,1,0.0828,0.2552,,,,
351.07,1,0.0612,0.199,,,,
344.14,1,0.2091,0.489,,,,
344.65,1,0.1959,0.4703,,,,
342.0,1,0.271,0.565,,,,
342.35,1,0.2601,0.5529,,,,
339.06,1,0.3755,0.6612,,,,
336.57,1,0.4874,0.7375,,,,
336.7,1,0.4812,0.7337,,,,
335.52,1,0.5427,0.7691,,,,
335.61,1,0.5377,0.7663,,,,
335.01,1,0.5712,0.7843,,,,
335.0,1,0.5722,0.7849,,,,
