"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,36.066,0.0,,,,,
323.15,35.049,0.0463,0.0213,,,,
323.15,34.121,0.0898,0.041,,,,
323.15,33.141,0.1365,0.0624,,,,
323.15,31.723,0.2066,0.0952,,,,
323.15,30.9,0.2476,0.1154,,,,
323.15,30.098,0.2865,0.1361,,,,
323.15,29.372,0.322,0.1555,,,,
323.15,28.626,0.3577,0.1762,,,,
323.15,27.943,0.3904,0.195,,,,
323.15,27.199,0.4268,0.2165,,,,
323.15,26.555,0.4572,0.2361,,,,
323.15,25.899,0.4881,0.256,,,,
323.15,25.239,0.5194,0.2772,,,,
323.15,24.541,0.5518,0.3,,,,
323.15,23.995,0.5768,0.3185,,,,
323.15,23.402,0.6036,0.3393,,,,
323.15,22.574,0.6396,0.3697,,,,
323.15,21.617,0.6807,0.4066,,,,
323.15,20.698,0.7188,0.445,,,,
323.15,19.632,0.7617,0.4923,,,,
323.15,18.592,0.8019,0.5435,,,,
323.15,17.559,0.8408,0.5994,,,,
323.15,16.531,0.8765,0.6602,,,,
323.15,15.496,0.9105,0.7284,,,,
323.15,14.644,0.9368,0.7904,,,,
323.15,13.894,0.9585,0.8507,,,,
323.15,12.295,1.0,,,,,
