"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,30.49,0.0,,+-0.01,,,
298.15,32.83,0.1196,,+-0.01,,,
298.15,35.77,0.2058,,+-0.01,,,
298.15,39.67,0.3002,,+-0.01,,,
298.15,42.9,0.3868,,+-0.01,,,
298.15,51.9,0.4924,,+-0.01,,,
298.15,63.06,0.5992,,+-0.01,,,
298.15,75.43,0.6754,,+-0.01,,,
298.15,94.16,0.7829,,+-0.01,,,
298.15,104.64,0.8422,,+-0.01,,,
298.15,110.84,0.8815,,+-0.01,,,
298.15,120.15,0.9393,,+-0.01,,,
298.15,126.9,1.0,,+-0.01,,,
