"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60,104.65,0.0652,0.1354,+-0.015,,0.1%,0.1%
60,106.21,0.0837,0.1654,+-0.015,,0.1%,0.1%
60,113.06,0.1628,0.2727,+-0.015,,0.1%,0.1%
60,116.6,0.2115,0.3225,+-0.015,,0.1%,0.1%
60,118.11,0.2465,0.3507,+-0.015,,0.1%,0.1%
60,122.14,0.35,0.4307,+-0.015,,0.1%,0.1%
60,124.52,0.4462,0.4985,+-0.015,,0.1%,0.1%
60,125.66,0.5035,0.5348,+-0.015,,0.1%,0.1%
60,126.08,0.5546,0.5655,+-0.015,,0.1%,0.1%
60,126.16,0.6209,0.6113,+-0.015,,0.1%,0.1%
60,125.98,0.6578,0.6357,+-0.015,,0.1%,0.1%
60,125.48,0.6912,0.66,+-0.015,,0.1%,0.1%
60,124.76,0.7357,0.6957,+-0.015,,0.1%,0.1%
60,123.64,0.782,0.7362,+-0.015,,0.1%,0.1%
60,120.92,0.8567,0.8092,+-0.015,,0.1%,0.1%
60,118.04,0.92,0.8815,+-0.015,,0.1%,0.1%
60,115.61,0.9525,0.9248,+-0.015,,0.1%,0.1%
