"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
332.27,0.47,0.2959,,+-0.02,+-0.5%,,
342.26,0.59,0.2959,,+-0.02,+-0.5%,,
352.99,0.735,0.2959,,+-0.02,+-0.5%,,
362.96,0.895,0.2959,,+-0.02,+-0.5%,,
372.84,1.075,0.2959,,+-0.02,+-0.5%,,
382.86,1.28,0.2959,,+-0.02,+-0.5%,,
393.12,1.51,0.2959,,+-0.02,+-0.5%,,
403.02,1.755,0.2959,,+-0.02,+-0.5%,,
412.94,2.025,0.2959,,+-0.02,+-0.5%,,
422.79,2.315,0.2959,,+-0.02,+-0.5%,,
432.66,2.625,0.2959,,+-0.02,+-0.5%,,
442.54,2.945,0.2959,,+-0.02,+-0.5%,,
452.34,3.285,0.2959,,+-0.02,+-0.5%,,
