"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
308.15,13.346,0.0,0.0,0.01,,0.0003,0.0003
308.15,13.866,0.0842,0.1067,0.01,,0.0003,0.0003
308.15,13.915,0.1105,0.127,0.01,,0.0003,0.0003
308.15,13.966,0.1462,0.149,0.01,,0.0003,0.0003
308.15,13.963,0.176,0.1643,0.01,,0.0003,0.0003
308.15,13.959,0.2038,0.1765,0.01,,0.0003,0.0003
308.15,13.839,0.2855,0.2059,0.01,,0.0003,0.0003
308.15,13.46,0.4161,0.2442,0.01,,0.0003,0.0003
308.15,12.938,0.5306,0.2788,0.01,,0.0003,0.0003
308.15,12.648,0.5816,0.2962,0.01,,0.0003,0.0003
308.15,11.528,0.7125,0.3579,0.01,,0.0003,0.0003
308.15,11.42,0.7221,0.3639,0.01,,0.0003,0.0003
308.15,10.274,0.8066,0.4318,0.01,,0.0003,0.0003
308.15,7.495,0.9334,0.6589,0.01,,0.0003,0.0003
308.15,5.256,1.0,1.0,0.01,,0.0003,0.0003
