"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
96.7,685,1.0,1.0,,,,
97.0,685,0.9629,0.9681,,,,
97.2,685,0.905,0.9307,,,,
97.9,685,0.8264,0.8909,,,,
98.6,685,0.7581,0.8601,,,,
98.9,685,0.7054,0.8434,,,,
99.7,685,0.6606,0.8207,,,,
101.5,685,0.521,0.7657,,,,
102.1,685,0.4665,0.746,,,,
103.8,685,0.3857,0.7155,,,,
105.9,685,0.2947,0.6701,,,,
108.1,685,0.2353,0.6241,,,,
110.8,685,0.1766,0.571,,,,
113.4,685,0.1362,0.5191,,,,
114.4,685,0.1312,0.5054,,,,
116.2,685,0.1057,0.4482,,,,
118.9,685,0.0743,0.3842,,,,
121.2,685,0.0566,0.332,,,,
123.2,685,0.0466,0.2912,,,,
125.3,685,0.0345,0.2473,,,,
126.5,685,0.0291,0.2247,,,,
128.7,685,0.0181,0.1624,,,,
134.5,685,0.0,0.0,,,,
