"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
351.45,101.3,0.9952,0.9966,+-0.1,+-0.07,,
351.85,101.3,0.9859,0.9903,+-0.1,+-0.07,,
351.85,101.3,0.9773,0.9852,+-0.1,+-0.07,,
352.15,101.3,0.9578,0.974,+-0.1,+-0.07,,
352.45,101.3,0.9059,0.9509,+-0.1,+-0.07,,
352.85,101.3,0.8679,0.9416,+-0.1,+-0.07,,
353.15,101.3,0.8501,0.937,+-0.1,+-0.07,,
353.35,101.3,0.8091,0.9291,+-0.1,+-0.07,,
353.45,101.3,0.7677,0.9236,+-0.1,+-0.07,,
355.15,101.3,0.6769,0.9121,+-0.1,+-0.07,,
356.95,101.3,0.4866,0.8925,+-0.1,+-0.07,,
361.25,101.3,0.2511,0.8732,+-0.1,+-0.07,,
370.45,101.3,0.1094,0.8149,+-0.1,+-0.07,,
385.95,101.3,0.0522,0.6591,+-0.1,+-0.07,,
410.45,101.3,0.0065,0.229,+-0.1,+-0.07,,
