"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
341.39,69.52,0.0,0.0,0.02,0.027,,
340.72,69.52,0.0011,0.0274,0.02,0.027,,
339.75,69.52,0.004,0.0576,0.02,0.027,,
336.89,69.52,0.012,0.1504,0.02,0.027,,
334.34,69.52,0.0196,0.2236,0.02,0.027,,
332.89,69.52,0.0254,0.2698,0.02,0.027,,
330.84,69.52,0.0337,0.3257,0.02,0.027,,
329.23,69.52,0.0449,0.365,0.02,0.027,,
328.07,69.52,0.0516,0.3951,0.02,0.027,,
327.04,69.52,0.0613,0.4201,0.02,0.027,,
325.94,69.52,0.0749,0.4463,0.02,0.027,,
324.92,69.52,0.0932,0.4694,0.02,0.027,,
324.01,69.52,0.1207,0.495,0.02,0.027,,
323.02,69.52,0.1749,0.5177,0.02,0.027,,
322.38,69.52,0.2451,0.5363,0.02,0.027,,
321.92,69.52,0.3451,0.554,0.02,0.027,,
321.65,69.52,0.4589,0.5692,0.02,0.027,,
321.54,69.52,0.5494,0.5839,0.02,0.027,,
321.53,69.52,0.5938,0.5923,0.02,0.027,,
321.54,69.52,0.6274,0.5993,0.02,0.027,,
321.58,69.52,0.6632,0.6087,0.02,0.027,,
321.65,69.52,0.7006,0.6198,0.02,0.027,,
321.84,69.52,0.75,0.6382,0.02,0.027,,
322.2,69.52,0.8019,0.6651,0.02,0.027,,
322.82,69.52,0.8536,0.7046,0.02,0.027,,
323.67,69.52,0.897,0.7532,0.02,0.027,,
324.23,69.52,0.9132,0.7825,0.02,0.027,,
325.12,69.52,0.9429,0.8296,0.02,0.027,,
325.83,69.52,0.9591,0.8669,0.02,0.027,,
326.53,69.52,0.9727,0.9035,0.02,0.027,,
327.2,69.52,0.9838,0.9385,0.02,0.027,,
327.55,69.52,0.9891,0.9568,0.02,0.027,,
328.37,69.52,1.0,1.0,0.02,0.027,,
