"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,7.001,0.0,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,7.346,0.00611,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,7.754,0.01408,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,8.233,0.02337,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,8.691,0.03249,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,9.111,0.04192,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,9.55,0.05162,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,10.186,0.06604,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,10.828,0.08305,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,11.54,0.1015,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,12.568,0.12823,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,13.167,0.1538,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,13.831,0.17757,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,15.955,0.29678,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,17.116,0.45763,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,17.127,0.65186,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,17.231,0.98211,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,15.469,0.9908,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,14.96,0.99252,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,14.409,0.99424,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,13.796,0.99593,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,13.176,0.99765,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,12.796,0.99852,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,12.587,0.99907,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,12.392,0.99948,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,12.282,0.99977,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.15,12.172,1.0,,+-0.1,+-0.01,+-0.0001,+-0.0001
