"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
332.75,20,0.0,0.0,+-0.1,+-0.01,,
331.45,20,0.011,0.067,+-0.1,+-0.01,,
330.55,20,0.019,0.111,+-0.1,+-0.01,,
329.75,20,0.027,0.15,+-0.1,+-0.01,,
329.05,20,0.036,0.19,+-0.1,+-0.01,,
328.15,20,0.049,0.24,+-0.1,+-0.01,,
326.55,20,0.067,0.309,+-0.1,+-0.01,,
324.75,20,0.09,0.38,+-0.1,+-0.01,,
323.05,20,0.119,0.45,+-0.1,+-0.01,,
321.55,20,0.151,0.507,+-0.1,+-0.01,,
319.45,20,0.187,0.575,+-0.1,+-0.01,,
317.65,20,0.241,0.629,+-0.1,+-0.01,,
316.55,20,0.289,0.656,+-0.1,+-0.01,,
315.15,20,0.344,0.703,+-0.1,+-0.01,,
313.95,20,0.435,0.742,+-0.1,+-0.01,,
313.15,20,0.515,0.766,+-0.1,+-0.01,,
312.75,20,0.58,0.782,+-0.1,+-0.01,,
312.35,20,0.669,0.801,+-0.1,+-0.01,,
312.15,20,0.751,0.819,+-0.1,+-0.01,,
312.05,20,0.825,0.835,+-0.1,+-0.01,,
312.05,20,0.888,0.856,+-0.1,+-0.01,,
312.35,20,0.935,0.881,+-0.1,+-0.01,,
313.35,20,0.982,0.946,+-0.1,+-0.01,,
314.35,20,1.0,1.0,+-0.1,+-0.01,,
