"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
0.0,100.0,0.9667,0.00165,,,,
0.0,200.0,0.9345,0.00131,,,,
0.0,400.0,0.8726,0.00113,,,,
0.0,600.0,0.8039,0.00119,,,,
0.0,800.0,0.7561,0.00129,,,,
0.0,1000.0,0.7101,0.00138,,,,
0.0,1250.0,0.653,0.00163,,,,
0.0,1500.0,0.6016,0.0018,,,,
0.0,1750.0,0.555,0.00228,,,,
0.0,2000.0,0.505,0.0025,,,,
0.0,2250.0,0.4669,0.00331,,,,
0.0,2500.0,0.4286,0.00429,,,,
0.0,2750.0,0.3851,0.00578,,,,
0.0,3000.0,0.3506,0.00754,,,,
0.0,3250.0,0.2949,0.01091,,,,
0.0,3500.0,0.2537,0.01776,,,,
0.0,3750.0,0.1736,0.03472,,,,
