"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
382.8,5.273,0.914,0.952,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,5.25,0.912,0.952,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,5.12,0.897,0.949,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,4.976,0.879,0.947,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,4.905,0.866,0.945,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,4.388,0.782,0.936,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,3.921,0.699,0.926,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,3.134,0.537,0.905,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,2.557,0.421,0.881,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,2.102,0.321,0.852,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,1.635,0.236,0.813,+-0.05,+-0.5%,+-0.005,+-0.005
382.8,1.201,0.166,0.734,+-0.05,+-0.5%,+-0.005,+-0.005
