"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,35.923,0.088,0.0005,,+-0.03,+-0.0005,+-0.0005
313.15,34.833,0.1853,0.0007,,+-0.03,+-0.0005,+-0.0005
313.15,33.824,0.2565,0.0008,,+-0.03,+-0.0005,+-0.0005
313.15,33.412,0.2818,0.0008,,+-0.03,+-0.0005,+-0.0005
313.15,30.715,0.422,0.001,,+-0.03,+-0.0005,+-0.0005
313.15,27.101,0.554,0.0013,,+-0.03,+-0.0005,+-0.0005
313.15,25.121,0.6166,0.0015,,+-0.03,+-0.0005,+-0.0005
313.15,18.001,0.7654,0.0024,,+-0.03,+-0.0005,+-0.0005
313.15,12.501,0.8513,0.0037,,+-0.03,+-0.0005,+-0.0005
313.15,8.887,0.9011,0.0055,,+-0.03,+-0.0005,+-0.0005
