"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
358.15,0.0805,0.0,0.0,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.0843,0.003,0.059,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.1268,0.046,0.405,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.1943,0.102,0.628,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.348,0.247,0.811,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.4432,0.338,0.875,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.5314,0.421,0.924,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.6015,0.485,0.942,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.7017,0.581,0.962,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.7793,0.65,0.97,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.8657,0.731,0.979,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,0.9876,0.846,0.991,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,1.1018,0.957,0.998,+-0.02,+-0.0002,+-0.003,+-0.003
358.15,1.1498,1.0,1.0,+-0.02,+-0.0002,+-0.003,+-0.003
