"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
343.3,2.988,0.987,0.997,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,2.918,0.972,0.992,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,2.59,0.858,0.977,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,2.25,0.718,0.967,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,1.955,0.604,0.963,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,1.705,0.501,0.957,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,1.465,0.409,0.948,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,1.134,0.285,0.925,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,1.074,0.265,0.922,+-0.05,+-0.5%,+-0.005,+-0.005
343.3,0.836,0.182,0.89,+-0.05,+-0.5%,+-0.005,+-0.005
