"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.65,101.3,1.0,1.0,+-0.02,+-0.1,+-0.008,+-0.008
332.49,101.3,0.873,0.843,+-0.02,+-0.1,+-0.008,+-0.008
332.44,101.3,0.839,0.815,+-0.02,+-0.1,+-0.008,+-0.008
331.58,101.3,0.798,0.793,+-0.02,+-0.1,+-0.008,+-0.008
331.77,101.3,0.776,0.785,+-0.02,+-0.1,+-0.008,+-0.008
332.38,101.3,0.752,0.775,+-0.02,+-0.1,+-0.008,+-0.008
332.51,101.3,0.746,0.769,+-0.02,+-0.1,+-0.008,+-0.008
332.53,101.3,0.657,0.737,+-0.02,+-0.1,+-0.008,+-0.008
332.56,101.3,0.653,0.748,+-0.02,+-0.1,+-0.008,+-0.008
332.76,101.3,0.594,0.727,+-0.02,+-0.1,+-0.008,+-0.008
333.28,101.3,0.506,0.691,+-0.02,+-0.1,+-0.008,+-0.008
333.96,101.3,0.445,0.689,+-0.02,+-0.1,+-0.008,+-0.008
334.41,101.3,0.41,0.667,+-0.02,+-0.1,+-0.008,+-0.008
335.0,101.3,0.361,0.643,+-0.02,+-0.1,+-0.008,+-0.008
335.71,101.3,0.31,0.619,+-0.02,+-0.1,+-0.008,+-0.008
337.09,101.3,0.261,0.578,+-0.02,+-0.1,+-0.008,+-0.008
338.32,101.3,0.209,0.549,+-0.02,+-0.1,+-0.008,+-0.008
339.71,101.3,0.182,0.513,+-0.02,+-0.1,+-0.008,+-0.008
343.92,101.3,0.105,0.378,+-0.02,+-0.1,+-0.008,+-0.008
344.39,101.3,0.092,0.364,+-0.02,+-0.1,+-0.008,+-0.008
345.7,101.3,0.077,0.321,+-0.02,+-0.1,+-0.008,+-0.008
350.95,101.3,0.024,0.126,+-0.02,+-0.1,+-0.008,+-0.008
355.51,101.3,0.0,0.0,+-0.02,+-0.1,+-0.008,+-0.008
