"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
333.15,92.93,0.043,0.0615,,,,
333.15,95.84,0.0935,0.1268,,,,
333.15,102.09,0.1895,0.2558,,,,
333.15,107.58,0.268,0.366,,,,
333.15,116.65,0.3867,0.52,,,,
333.15,125.87,0.4985,0.6488,,,,
333.15,135.82,0.6118,0.7625,,,,
333.15,144.11,0.7015,0.8375,,,,
333.15,152.88,0.7925,0.901,,,,
333.15,161.33,0.8715,0.943,,,,
333.15,169.33,0.9398,0.973,,,,
