"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
377.7,2.03,0.085,0.544,+-0.05,+-0.005,,
377.7,2.92,0.147,0.647,+-0.05,+-0.005,,
377.7,3.81,0.215,0.716,+-0.05,+-0.005,,
377.7,5.02,0.303,0.75,+-0.05,+-0.005,,
377.7,6.03,0.384,0.774,+-0.05,+-0.005,,
377.7,7.14,0.458,0.782,+-0.05,+-0.005,,
377.7,8.36,0.554,0.784,+-0.05,+-0.005,,
377.7,8.8,0.585,0.782,+-0.05,+-0.005,,
377.7,9.08,0.62,0.768,+-0.05,+-0.005,,
377.7,9.15,0.633,0.758,+-0.05,+-0.005,,
377.7,9.23,0.646,0.74,+-0.05,+-0.005,,
377.7,9.35,0.706,,+-0.05,+-0.005,,
