"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
108.2,760,0.046,0.095,+-0.02,+-2,+-1%,+-1%
107.43,760,0.061,0.125,+-0.02,+-2,+-1%,+-1%
103.42,760,0.141,0.28,+-0.02,+-2,+-1%,+-1%
102.32,760,0.155,0.315,+-0.02,+-2,+-1%,+-1%
100.12,760,0.193,0.38,+-0.02,+-2,+-1%,+-1%
98.15,760,0.23,0.45,+-0.02,+-2,+-1%,+-1%
96.86,760,0.25,0.475,+-0.02,+-2,+-1%,+-1%
95.16,760,0.288,0.53,+-0.02,+-2,+-1%,+-1%
94.47,760,0.298,0.555,+-0.02,+-2,+-1%,+-1%
91.32,760,0.36,0.635,+-0.02,+-2,+-1%,+-1%
89.48,760,0.4,0.685,+-0.02,+-2,+-1%,+-1%
87.46,760,0.44,0.715,+-0.02,+-2,+-1%,+-1%
87.4,760,0.445,0.725,+-0.02,+-2,+-1%,+-1%
84.6,760,0.53,0.775,+-0.02,+-2,+-1%,+-1%
82.8,760,0.585,0.825,+-0.02,+-2,+-1%,+-1%
82.77,760,0.59,0.826,+-0.02,+-2,+-1%,+-1%
81.95,760,0.595,0.834,+-0.02,+-2,+-1%,+-1%
80.82,760,0.64,0.86,+-0.02,+-2,+-1%,+-1%
79.03,760,0.7,0.892,+-0.02,+-2,+-1%,+-1%
77.7,760,0.755,0.92,+-0.02,+-2,+-1%,+-1%
76.82,760,0.755,0.93,+-0.02,+-2,+-1%,+-1%
74.48,760,0.84,0.964,+-0.02,+-2,+-1%,+-1%
74.14,760,0.885,0.969,+-0.02,+-2,+-1%,+-1%
