"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,15.951,0.0,0.0,0.03,0.03,,
343.15,60.295,0.083,0.7381,0.03,0.03,,
343.15,64.986,0.1114,0.7594,0.03,0.03,,
343.15,66.999,0.1311,0.7677,0.03,0.03,,
343.15,69.835,0.1807,0.7813,0.03,0.03,,
343.15,72.133,0.2243,0.7891,0.03,0.03,,
343.15,72.971,0.2601,0.7904,0.03,0.03,,
343.15,74.505,0.3225,0.798,0.03,0.03,,
343.15,74.962,0.3514,0.7988,0.03,0.03,,
343.15,75.453,0.3859,0.8026,0.03,0.03,,
343.15,76.241,0.4521,0.8053,0.03,0.03,,
343.15,76.791,0.5206,0.8079,0.03,0.03,,
343.15,76.892,0.5793,0.8131,0.03,0.03,,
343.15,77.243,0.638,0.818,0.03,0.03,,
343.15,77.408,0.6699,0.822,0.03,0.03,,
343.15,77.718,0.731,0.8256,0.03,0.03,,
343.15,78.116,0.7818,0.8318,0.03,0.03,,
343.15,78.244,0.8124,0.8386,0.03,0.03,,
343.15,78.3,0.8392,0.8441,0.03,0.03,,
343.15,78.268,0.8653,0.8531,0.03,0.03,,
343.15,77.715,0.9072,0.8723,0.03,0.03,,
343.15,77.03,0.938,0.897,0.03,0.03,,
343.15,72.226,1.0,1.0,0.03,0.03,,
