"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
368.09,10.973,0.0,0.0,,0.2,,
368.09,12.402,0.02,0.128,,0.2,,
368.09,14.23,0.046,0.259,,0.2,,
368.09,16.44,0.078,0.371,,0.2,,
368.09,18.61,0.117,0.477,,0.2,,
368.09,20.18,0.144,0.526,,0.2,,
368.09,22.943,0.196,0.603,,0.2,,
368.09,24.671,0.24,0.639,,0.2,,
368.09,26.891,0.29,0.689,,0.2,,
368.09,29.76,0.348,0.739,,0.2,,
368.09,32.104,0.413,0.782,,0.2,,
368.09,33.855,0.461,0.814,,0.2,,
368.09,35.81,0.513,0.838,,0.2,,
368.09,38.19,0.581,0.862,,0.2,,
368.09,41.439,0.675,0.898,,0.2,,
368.09,43.93,0.745,0.923,,0.2,,
368.09,46.55,0.822,0.948,,0.2,,
368.09,49.148,0.892,0.968,,0.2,,
368.09,52.994,1.0,1.0,,0.2,,
