"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
351.13,101.32,0.0,0.0,,+-0.02,+-0.005,+-0.005
351.4,101.32,0.0187,0.0097,,+-0.02,+-0.005,+-0.005
351.63,101.32,0.0417,0.0227,,+-0.02,+-0.005,+-0.005
351.86,101.32,0.0652,0.0352,,+-0.02,+-0.005,+-0.005
352.13,101.32,0.0898,0.0473,,+-0.02,+-0.005,+-0.005
352.37,101.32,0.1141,0.0577,,+-0.02,+-0.005,+-0.005
352.71,101.32,0.1426,0.0698,,+-0.02,+-0.005,+-0.005
353.1,101.32,0.1737,0.0816,,+-0.02,+-0.005,+-0.005
353.61,101.32,0.206,0.096,,+-0.02,+-0.005,+-0.005
354.1,101.32,0.252,0.1081,,+-0.02,+-0.005,+-0.005
354.61,101.32,0.2898,0.1192,,+-0.02,+-0.005,+-0.005
355.13,101.32,0.3243,0.1303,,+-0.02,+-0.005,+-0.005
355.63,101.32,0.3563,0.1403,,+-0.02,+-0.005,+-0.005
356.3,101.32,0.3891,0.152,,+-0.02,+-0.005,+-0.005
357.6,101.32,0.4667,0.1777,,+-0.02,+-0.005,+-0.005
358.31,101.32,0.4991,0.1882,,+-0.02,+-0.005,+-0.005
358.7,101.32,0.5165,0.1942,,+-0.02,+-0.005,+-0.005
359.21,101.32,0.5458,0.2048,,+-0.02,+-0.005,+-0.005
360.57,101.32,0.5985,0.2261,,+-0.02,+-0.005,+-0.005
362.07,101.32,0.642,0.2476,,+-0.02,+-0.005,+-0.005
363.57,101.32,0.6866,0.2733,,+-0.02,+-0.005,+-0.005
365.25,101.32,0.7281,0.3004,,+-0.02,+-0.005,+-0.005
368.9,101.32,0.7923,0.3604,,+-0.02,+-0.005,+-0.005
374.65,101.32,0.8628,0.4631,,+-0.02,+-0.005,+-0.005
381.58,101.32,0.9136,0.6098,,+-0.02,+-0.005,+-0.005
387.57,101.32,0.9555,0.7725,,+-0.02,+-0.005,+-0.005
393.42,101.32,0.99,0.9569,,+-0.02,+-0.005,+-0.005
395.65,101.32,1.0,1.0,,+-0.02,+-0.005,+-0.005
