"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
75.0,42.9,0.681,,+-0.1,+-0.3,,
75.0,48.5,0.645,,+-0.1,+-0.3,,
75.0,61.3,0.529,,+-0.1,+-0.3,,
75.0,79.3,0.389,,+-0.1,+-0.3,,
75.0,89.5,0.268,,+-0.1,+-0.3,,
75.0,96.9,0.211,,+-0.1,+-0.3,,
75.0,102.7,0.158,,+-0.1,+-0.3,,
75.0,91.9,,0.107,+-0.1,+-0.3,,
75.0,82.3,,0.074,+-0.1,+-0.3,,
