"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
425.0,200.0,0.04,0.202,,,,
425.0,300.0,0.115,0.419,,,,
425.0,400.0,0.192,0.543,,,,
425.0,500.0,0.27,0.625,,,,
425.0,600.0,0.358,0.68,,,,
425.0,700.0,0.46,0.717,,,,
425.0,750.0,0.529,0.728,,,,
425.0,800.0,0.612,0.73,,,,
425.0,824.0,0.716,0.716,,,,
425.0,148.7,0.0,0.0,,,,
