"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
308.15,49.751,0.0,0.0,+-0.02,+-0.007,,
308.15,49.096,0.0174,0.005,+-0.02,+-0.007,,
308.15,47.996,0.0456,0.0143,+-0.02,+-0.007,,
308.15,46.53,0.0827,0.0287,+-0.02,+-0.007,,
308.15,44.858,0.1237,0.0483,+-0.02,+-0.007,,
308.15,42.454,0.1826,0.0849,+-0.02,+-0.007,,
308.15,39.13,0.2693,0.1633,+-0.02,+-0.007,,
308.15,37.116,0.3328,0.2437,+-0.02,+-0.007,,
308.15,36.068,0.3782,0.3142,+-0.02,+-0.007,,
308.15,35.532,0.4135,0.3752,+-0.02,+-0.007,,
308.15,35.332,0.4359,0.4167,+-0.02,+-0.007,,
308.15,35.3,0.4702,0.4822,+-0.02,+-0.007,,
308.15,36.066,0.5338,0.6031,+-0.02,+-0.007,,
308.15,36.937,0.5687,0.6654,+-0.02,+-0.007,,
308.15,38.212,0.608,0.7291,+-0.02,+-0.007,,
308.15,41.307,0.6772,0.822,+-0.02,+-0.007,,
308.15,46.235,0.7694,0.9068,+-0.02,+-0.007,,
308.15,50.925,0.8526,0.9542,+-0.02,+-0.007,,
308.15,55.183,0.9309,0.9829,+-0.02,+-0.007,,
308.15,57.531,0.9764,0.9941,+-0.02,+-0.007,,
308.15,58.666,1.0,1.0,+-0.02,+-0.007,,
