"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
116.5,760,0.022,0.058,0.1,1,,
114.6,760,0.054,0.123,0.1,1,,
113.4,760,0.086,0.168,0.1,1,,
113.5,760,0.099,0.183,0.1,1,,
113.1,760,0.101,0.188,0.1,1,,
110.6,760,0.189,0.298,0.1,1,,
107.8,760,0.303,0.433,0.1,1,,
106.1,760,0.413,0.545,0.1,1,,
104.4,760,0.522,0.649,0.1,1,,
103.1,760,0.624,0.735,0.1,1,,
102.3,760,0.696,0.792,0.1,1,,
101.6,760,0.778,0.851,0.1,1,,
100.8,760,0.876,0.914,0.1,1,,
100.5,760,0.923,0.944,0.1,1,,
100.4,760,0.945,0.96,0.1,1,,
100.1,760,0.985,0.989,0.1,1,,
