"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
96.9,760,0.967,0.968,,+-2,,
96.9,760,0.942,0.942,,+-2,,
96.9,760,0.87,0.891,,+-2,,
97.2,760,0.8,0.855,,+-2,,
97.8,760,0.716,0.828,,+-2,,
98.4,760,0.651,0.818,,+-2,,
99.3,760,0.552,0.79,,+-2,,
100.2,760,0.472,0.773,,+-2,,
101.5,760,0.398,0.766,,+-2,,
103.3,760,0.316,0.742,,+-2,,
105.6,760,0.245,0.714,,+-2,,
108.8,760,0.182,0.666,,+-2,,
111.3,760,0.138,0.648,,+-2,,
113.8,760,0.114,0.602,,+-2,,
116.0,760,0.098,0.556,,+-2,,
120.5,760,0.067,0.413,,+-2,,
121.0,760,0.066,0.416,,+-2,,
