"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
360.931,101.3,0.09015,0.3242,+-0.03,,+-0.002,+-0.002
359.62,101.3,0.1428,0.3646,+-0.03,,+-0.002,+-0.002
358.731,101.3,0.1986,0.3893,+-0.03,,+-0.002,+-0.002
358.553,101.3,0.2266,0.4018,+-0.03,,+-0.002,+-0.002
358.19,101.3,0.2874,0.42,+-0.03,,+-0.002,+-0.002
358.038,101.3,0.306,0.4291,+-0.03,,+-0.002,+-0.002
357.879,101.3,0.3727,0.4412,+-0.03,,+-0.002,+-0.002
357.93,101.3,0.4071,0.4482,+-0.03,,+-0.002,+-0.002
357.931,101.3,0.468,0.4588,+-0.03,,+-0.002,+-0.002
357.979,101.3,0.5548,0.4789,+-0.03,,+-0.002,+-0.002
358.076,101.3,0.6117,0.4893,+-0.03,,+-0.002,+-0.002
358.211,101.3,0.633,0.4962,+-0.03,,+-0.002,+-0.002
358.973,101.3,0.7373,0.5468,+-0.03,,+-0.002,+-0.002
359.233,101.3,0.7594,0.5595,+-0.03,,+-0.002,+-0.002
359.837,101.3,0.8078,0.5808,+-0.03,,+-0.002,+-0.002
361.729,101.3,0.8779,0.6658,+-0.03,,+-0.002,+-0.002
362.879,101.3,0.9076,0.702,+-0.03,,+-0.002,+-0.002
365.457,101.3,0.9505,0.8035,+-0.03,,+-0.002,+-0.002
