"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.8,0.855,0.681,,+-0.2,+-0.02,,
50.4,1.138,0.681,,+-0.2,+-0.02,,
71.1,1.648,0.681,,+-0.2,+-0.02,,
80.1,1.917,0.681,,+-0.2,+-0.02,,
104.6,2.744,0.681,,+-0.2,+-0.02,,
