"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.12,3.659,0.2,,0.02,0.005,0.001,0.001
283.21,4.109,0.2,,0.02,0.005,0.001,0.001
293.28,5.099,0.2,,0.02,0.005,0.001,0.001
303.09,6.184,0.2,,0.02,0.005,0.001,0.001
313.2,7.404,0.2,,0.02,0.005,0.001,0.001
323.26,8.684,0.2,,0.02,0.005,0.001,0.001
333.08,9.939,0.2,,0.02,0.005,0.001,0.001
343.35,11.184,0.2,,0.02,0.005,0.001,0.001
353.62,12.284,0.2,,0.02,0.005,0.001,0.001
363.73,13.164,0.2,,0.02,0.005,0.001,0.001
373.66,13.809,0.2,,0.02,0.005,0.001,0.001
379.48,14.079,0.2,,0.02,0.005,0.001,0.001
381.02,14.139,0.2,,0.02,0.005,0.001,0.001
382.08,14.189,0.2,,0.02,0.005,0.001,0.001
