"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
65,2.403,0.1608,0.9959,+-0.1,+-0.25%,,
65,4.071,0.2865,0.9951,+-0.1,+-0.25%,,
65,5.919,0.4136,0.9948,+-0.1,+-0.25%,,
65,7.279,0.5154,0.9937,+-0.1,+-0.25%,,
65,8.243,0.5936,0.9929,+-0.1,+-0.25%,,
65,9.327,0.6839,0.9902,+-0.1,+-0.25%,,
65,10.327,0.8272,0.9822,+-0.1,+-0.25%,,
