"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
75,100,,0.494,+-0.15,1.6,,
75,125,0.069,0.533,+-0.15,1.6,,
75,150,0.091,0.556,+-0.15,1.6,,
75,200,0.136,0.538,+-0.15,1.6,,
75,243,0.204,0.459,+-0.15,1.6,,
