"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
110.62,1,0.0,0.0,+-0.05,,+-0.005,+-0.005
107.04,1,0.081,0.17,+-0.05,,+-0.005,+-0.005
99.84,1,0.268,0.455,+-0.05,,+-0.005,+-0.005
91.96,1,0.505,0.71,+-0.05,,+-0.005,+-0.005
80.08,1,1.0,1.0,+-0.05,,+-0.005,+-0.005
