"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
277.05,2.35,0.3383,,0.02,0.005,0.001,0.001
278.56,2.448,0.3383,,0.02,0.005,0.001,0.001
283.44,2.732,0.3383,,0.02,0.005,0.001,0.001
288.48,3.046,0.3383,,0.02,0.005,0.001,0.001
293.5,3.379,0.3383,,0.02,0.005,0.001,0.001
298.46,3.723,0.3383,,0.02,0.005,0.001,0.001
303.42,4.086,0.3383,,0.02,0.005,0.001,0.001
308.31,4.458,0.3383,,0.02,0.005,0.001,0.001
313.28,4.846,0.3383,,0.02,0.005,0.001,0.001
318.31,5.262,0.3383,,0.02,0.005,0.001,0.001
323.37,5.694,0.3383,,0.02,0.005,0.001,0.001
328.31,6.12,0.3383,,0.02,0.005,0.001,0.001
333.32,6.567,0.3383,,0.02,0.005,0.001,0.001
343.4,7.479,0.3383,,0.02,0.005,0.001,0.001
353.37,8.386,0.3383,,0.02,0.005,0.001,0.001
363.41,9.283,0.3383,,0.02,0.005,0.001,0.001
373.17,10.12,0.3383,,0.02,0.005,0.001,0.001
383.12,10.885,0.3383,,0.02,0.005,0.001,0.001
393.11,11.525,0.3383,,0.02,0.005,0.001,0.001
403.08,11.965,0.3383,,0.02,0.005,0.001,0.001
413.04,12.14,0.3383,,0.02,0.005,0.001,0.001
423.03,11.995,0.3383,,0.02,0.005,0.001,0.001
424.74,11.94,0.3383,,0.02,0.005,0.001,0.001
