"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.35,40.2,0.0,0.0,,,,
313.35,39.64,0.0195,0.01,,,,
313.35,39.06,0.0501,0.0264,,,,
313.35,38.07,0.1082,0.0559,,,,
313.35,36.72,0.1827,0.0958,,,,
313.35,35.18,0.2652,0.1469,,,,
313.35,33.36,0.3624,0.2071,,,,
313.35,31.41,0.4579,0.2729,,,,
313.35,29.5,0.5526,0.3376,,,,
313.35,28.79,0.5815,0.3616,,,,
313.35,26.92,0.6594,0.4364,,,,
313.35,24.9,0.7524,0.5381,,,,
313.35,22.95,0.8194,0.6316,,,,
313.35,21.01,0.881,0.7335,,,,
313.35,19.49,0.9344,0.8361,,,,
313.35,18.36,0.9664,0.9159,,,,
313.35,17.73,0.9854,0.9615,,,,
313.35,17.43,1.0,1.0,,,,
