"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.8,1.041,0.801,,+-0.2,+-0.02,,
50.3,1.358,0.801,,+-0.2,+-0.02,,
71.4,2.006,0.801,,+-0.2,+-0.02,,
80.4,2.33,0.801,,+-0.2,+-0.02,,
104.9,3.378,0.801,,+-0.2,+-0.02,,
120.7,4.13,0.801,,+-0.2,+-0.02,,
