"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
90,517.1,0.0,0.0,+-0.1,+-0.1,0.2%,0.2%
90,656.2,0.11,0.249,+-0.1,+-0.1,0.2%,0.2%
90,693.9,0.202,0.351,+-0.1,+-0.1,0.2%,0.2%
90,701.3,0.31,0.424,+-0.1,+-0.1,0.2%,0.2%
90,708.1,0.354,0.469,+-0.1,+-0.1,0.2%,0.2%
90,710.5,0.478,0.535,+-0.1,+-0.1,0.2%,0.2%
90,712.5,0.565,0.572,+-0.1,+-0.1,0.2%,0.2%
90,702.8,0.638,0.607,+-0.1,+-0.1,0.2%,0.2%
90,698.6,0.674,0.642,+-0.1,+-0.1,0.2%,0.2%
90,687.0,0.792,0.713,+-0.1,+-0.1,0.2%,0.2%
90,670.7,0.923,0.835,+-0.1,+-0.1,0.2%,0.2%
90,589.4,1.0,1.0,+-0.1,+-0.1,0.2%,0.2%
