"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,114.3,0.0,,+-0.01,+-0.1,,
298.15,117.3,0.1018,,+-0.01,+-0.1,,
298.15,119.7,0.2202,,+-0.01,+-0.1,,
298.15,121.3,0.2996,,+-0.01,+-0.1,,
298.15,121.9,0.3716,,+-0.01,+-0.1,,
298.15,122.6,0.4376,,+-0.01,+-0.1,,
298.15,123.9,0.5845,,+-0.01,+-0.1,,
298.15,124.3,0.7422,,+-0.01,+-0.1,,
298.15,124.5,0.9095,,+-0.01,+-0.1,,
298.15,124.5,1.0,,+-0.01,+-0.1,,
