"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
15,16.2,0.236,0.558,,,,
15,25.8,0.498,0.787,,,,
15,35.5,0.732,0.902,,,,
15,43.2,0.89,0.958,,,,
