"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
399.6,50,0.04,0.266,0.5,,,
391.7,50,0.038,0.382,0.5,,,
382.7,50,0.06,0.472,0.5,,,
368.8,50,0.107,0.639,0.5,,,
353.3,50,0.153,0.721,0.5,,,
347.0,50,0.178,0.782,0.5,,,
335.4,50,0.219,0.832,0.5,,,
327.0,50,0.28,0.88,0.5,,,
313.5,50,0.331,0.915,0.5,,,
303.0,50,0.416,0.939,0.5,,,
281.8,50,0.647,0.975,0.5,,,
271.0,50,0.82,0.992,0.5,,,
