"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-50.0,20.0,0.0118,0.688,+-0.1,+-0.1,1%,1%
-50.0,40.0,0.0257,0.812,+-0.1,+-0.1,1%,1%
-50.0,60.0,0.0412,0.862,+-0.1,+-0.1,1%,1%
-50.0,80.0,0.0557,0.884,+-0.1,+-0.1,1%,1%
