"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
378.01,205.0,0.0,0.0,+-0.01,+-0.1,,
377.46,205.0,0.0399,0.0627,+-0.01,+-0.1,,
376.83,205.0,0.0709,0.1037,+-0.01,+-0.1,,
376.2,205.0,0.1113,0.1619,+-0.01,+-0.1,,
375.3,205.0,0.1544,0.2153,+-0.01,+-0.1,,
374.33,205.0,0.2093,0.2798,+-0.01,+-0.1,,
373.13,205.0,0.2579,0.3494,+-0.01,+-0.1,,
372.1,205.0,0.3094,0.4061,+-0.01,+-0.1,,
370.92,205.0,0.3707,0.4939,+-0.01,+-0.1,,
369.92,205.0,0.4141,0.5381,+-0.01,+-0.1,,
368.82,205.0,0.4621,0.5897,+-0.01,+-0.1,,
367.51,205.0,0.5303,0.6613,+-0.01,+-0.1,,
366.33,205.0,0.5781,0.7067,+-0.01,+-0.1,,
365.47,205.0,0.6141,0.7376,+-0.01,+-0.1,,
363.84,205.0,0.6819,0.7923,+-0.01,+-0.1,,
362.48,205.0,0.744,0.8405,+-0.01,+-0.1,,
361.28,205.0,0.8091,0.8886,+-0.01,+-0.1,,
360.1,205.0,0.8667,0.9313,+-0.01,+-0.1,,
359.55,205.0,0.8973,0.9516,+-0.01,+-0.1,,
358.92,205.0,0.9348,0.9614,+-0.01,+-0.1,,
358.32,205.0,0.9521,0.9763,+-0.01,+-0.1,,
357.45,205.0,1.0,1.0,+-0.01,+-0.1,,
