"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
76.7,760,0.025,0.07,,,,
75.5,760,0.08,0.126,,,,
75.0,760,0.1,0.164,,,,
74.4,760,0.13,0.2,,,,
72.6,760,0.24,0.295,,,,
71.8,760,0.36,0.398,,,,
72.0,760,0.563,0.507,,,,
72.4,760,0.653,0.56,,,,
72.8,760,0.71,0.6,,,,
73.1,760,0.735,0.627,,,,
73.5,760,0.776,0.665,,,,
73.6,760,0.785,0.675,,,,
74.2,760,0.833,0.735,,,,
74.9,760,0.873,0.773,,,,
75.0,760,0.878,0.783,,,,
75.6,760,0.908,0.823,,,,
76.1,760,0.932,0.868,,,,
76.4,760,0.942,0.88,,,,
77.7,760,0.984,0.965,,,,
