"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60.4,450,0.0,0.0,,,,
55.29,450,0.049,0.189,,,,
52.8,450,0.0875,0.2795,,,,
49.5,450,0.1625,0.393,,,,
47.96,450,0.22,0.453,,,,
46.26,450,0.297,0.515,,,,
44.88,450,0.383,0.5735,,,,
44.06,450,0.447,0.61,,,,
43.65,450,0.493,0.6355,,,,
43.05,450,0.565,0.677,,,,
42.68,450,0.604,0.699,,,,
42.42,450,0.6525,0.728,,,,
42.11,450,0.7025,0.759,,,,
41.92,450,0.741,0.784,,,,
41.82,450,0.763,0.8,,,,
41.73,450,0.8045,0.829,,,,
41.58,450,0.889,0.8945,,,,
41.54,450,0.8955,0.9015,,,,
41.56,450,0.9045,0.909,,,,
41.57,450,0.9125,0.9165,,,,
41.53,450,0.92,0.9225,,,,
41.53,450,0.926,0.927,,,,
41.52,450,0.9275,0.928,,,,
41.49,450,0.936,0.936,,,,
41.46,450,0.945,0.945,,,,
41.5,450,0.9685,0.9675,,,,
41.56,450,1.0,1.0,,,,
