"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
431.25,20,0.0,0.0,,,,
429.85,20,0.005,0.056,,,,
427.95,20,0.011,0.103,,,,
425.25,20,0.023,0.203,,,,
422.05,20,0.036,0.302,,,,
418.35,20,0.05,0.381,,,,
414.25,20,0.068,0.486,,,,
409.15,20,0.097,0.587,,,,
403.45,20,0.131,0.682,,,,
396.75,20,0.179,0.777,,,,
390.55,20,0.231,0.839,,,,
384.05,20,0.296,0.892,,,,
379.55,20,0.348,0.918,,,,
375.35,20,0.395,0.937,,,,
371.15,20,0.451,0.948,,,,
367.25,20,0.514,0.959,,,,
363.85,20,0.577,0.97,,,,
360.55,20,0.635,0.979,,,,
357.95,20,0.705,0.985,,,,
355.85,20,0.765,0.989,,,,
353.95,20,0.811,0.993,,,,
352.65,20,0.856,0.995,,,,
351.45,20,0.899,0.997,,,,
350.65,20,0.93,0.998,,,,
350.05,20,0.955,0.999,,,,
349.65,20,0.975,0.999,,,,
349.35,20,0.988,0.999,,,,
349.05,20,1.0,1.0,,,,
