"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
383.35,64.586,0.0,0.0,,,,
383.35,68.1,0.0386,0.0865,,,,
383.35,71.54,0.0803,0.1696,,,,
383.35,75.88,0.1502,0.2582,,,,
383.35,79.91,0.2491,0.3471,,,,
383.35,82.26,0.3678,0.4408,,,,
383.35,83.33,0.5038,0.507,,,,
383.35,82.83,0.6322,0.5699,,,,
383.35,81.51,0.714,0.6135,,,,
383.35,79.62,0.8062,0.6521,,,,
383.35,76.48,0.8793,0.7044,,,,
383.35,74.95,0.9009,0.7213,,,,
383.35,69.83,0.9527,0.811,,,,
383.35,66.8,0.9699,0.86,,,,
383.35,63.29,0.9836,0.9017,,,,
383.35,61.03,0.9914,0.9489,,,,
383.35,58.07,1.0,1.0,,,,
