"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
413.59,100,0.0,0.0,+- 0.01,,+- 0.001,+- 0.001
411.0,100,0.092,0.164,+- 0.01,,+- 0.001,+- 0.001
409.0,100,0.164,0.27,+- 0.01,,+- 0.001,+- 0.001
407.0,100,0.24,0.359,+- 0.01,,+- 0.001,+- 0.001
404.0,100,0.359,0.488,+- 0.01,,+- 0.001,+- 0.001
402.0,100,0.441,0.569,+- 0.01,,+- 0.001,+- 0.001
400.0,100,0.528,0.644,+- 0.01,,+- 0.001,+- 0.001
397.0,100,0.665,0.764,+- 0.01,,+- 0.001,+- 0.001
395.0,100,0.763,0.842,+- 0.01,,+- 0.001,+- 0.001
393.0,100,0.863,0.915,+- 0.01,,+- 0.001,+- 0.001
390.45,100,1.0,1.0,+- 0.01,,+- 0.001,+- 0.001
