"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
250.0,0.0395,0.0,0.0,+- 0.02,,+- 0.002,+- 0.002
250.0,0.452,0.007,0.9079,+- 0.02,,+- 0.002,+- 0.002
250.0,0.998,0.0155,0.9541,+- 0.02,,+- 0.002,+- 0.002
250.0,2.166,0.0332,0.9745,+- 0.02,,+- 0.002,+- 0.002
250.0,4.066,0.0629,0.9821,+- 0.02,,+- 0.002,+- 0.002
250.0,5.767,0.0881,0.9835,+- 0.02,,+- 0.002,+- 0.002
250.0,7.198,0.1083,0.9835,+- 0.02,,+- 0.002,+- 0.002
250.0,8.747,0.1302,0.9832,+- 0.02,,+- 0.002,+- 0.002
250.0,10.488,0.1534,0.9819,+- 0.02,,+- 0.002,+- 0.002
250.0,12.15,0.1757,0.9803,+- 0.02,,+- 0.002,+- 0.002
250.0,13.482,0.1942,0.9789,+- 0.02,,+- 0.002,+- 0.002
