"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
123.9,760.0,0.974,0.96,,,,
123.0,760.0,0.925,0.902,,,,
123.0,760.0,0.922,0.9,,,,
122.6,760.0,0.877,0.856,,,,
122.4,760.0,0.82,0.814,,,,
122.3,760.0,0.849,0.835,,,,
122.2,760.0,0.823,0.815,,,,
122.3,760.0,0.773,0.786,,,,
122.5,760.0,0.718,0.758,,,,
123.0,760.0,0.648,0.733,,,,
123.8,760.0,0.55,0.7,,,,
124.8,760.0,0.474,0.663,,,,
126.3,760.0,0.371,0.63,,,,
127.6,760.0,0.304,0.596,,,,
129.9,760.0,0.226,0.544,,,,
132.4,760.0,0.176,0.488,,,,
135.1,760.0,0.136,0.432,,,,
