"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.0,101.39,0.029,0.0722,,,,
372.8,101.39,0.0343,0.083,,,,
372.7,101.39,0.0383,0.0906,,,,
372.6,101.39,0.0403,0.0946,,,,
371.7,101.39,0.0732,0.1413,,,,
371.3,101.39,0.0882,0.1606,,,,
371.0,101.39,0.105,0.1809,,,,
370.6,101.39,0.1364,0.217,,,,
370.2,101.39,0.1688,0.252,,,,
369.9,101.39,0.1911,0.2744,,,,
369.4,101.39,0.2326,0.3147,,,,
369.1,101.39,0.2642,0.3439,,,,
368.8,101.39,0.2921,0.3686,,,,
368.5,101.39,0.3187,0.3918,,,,
368.3,101.39,0.3455,0.4135,,,,
368.2,101.39,0.3563,0.4215,,,,
368.0,101.39,0.3923,0.4497,,,,
367.9,101.39,0.4412,0.4895,,,,
367.7,101.39,0.5116,0.5385,,,,
367.7,101.39,0.5338,0.553,,,,
367.7,101.39,0.5645,0.5744,,,,
367.7,101.39,0.5876,0.5915,,,,
367.8,101.39,0.6112,0.6074,,,,
367.8,101.39,0.6302,0.622,,,,
367.9,101.39,0.6541,0.6394,,,,
367.9,101.39,0.6757,0.6559,,,,
368.0,101.39,0.6951,0.6709,,,,
368.1,101.39,0.7194,0.6991,,,,
368.2,101.39,0.743,0.7083,,,,
368.3,101.39,0.7646,0.7291,,,,
368.4,101.39,0.7886,0.7508,,,,
368.6,101.39,0.811,0.7724,,,,
368.8,101.39,0.836,0.7973,,,,
369.0,101.39,0.8608,0.8227,,,,
369.3,101.39,0.8872,0.8503,,,,
369.5,101.39,0.9139,0.8808,,,,
369.7,101.39,0.9357,0.9103,,,,
369.9,101.39,0.9591,0.9405,,,,
