"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
428.5,20,0.0054,0.0602,,,,
428.5,30,0.0289,0.2463,,,,
428.5,50,0.0793,0.4885,,,,
428.5,100,0.1818,0.672,,,,
428.5,150,0.268,0.7467,,,,
428.5,200,0.3494,0.7857,,,,
428.5,250,0.4239,0.805,,,,
