"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
30.17,3.05,0.0,,,,,
30.17,3.107,0.00399,,,,,
30.17,3.251,0.01441,,,,,
30.17,3.385,0.02401,,,,,
30.17,3.514,0.03342,,,,,
30.17,3.636,0.04236,,,,,
30.17,3.752,0.05127,,,,,
30.17,3.865,0.06031,,,,,
30.17,3.973,0.06939,,,,,
30.17,4.081,0.07829,,,,,
30.17,4.179,0.08705,,,,,
30.17,4.44,0.11044,,,,,
30.17,4.595,0.12608,,,,,
30.17,5.22,0.20005,,,,,
30.17,5.602,0.26229,,,,,
30.17,5.838,0.31573,,,,,
30.17,5.996,0.36192,,,,,
30.17,6.083,0.4021,,,,,
30.17,6.125,0.43767,,,,,
30.17,6.177,0.46927,,,,,
30.17,6.212,0.49734,,,,,
30.17,6.236,0.52269,,,,,
30.17,6.252,0.54571,,,,,
30.17,6.255,0.54873,,,,,
30.17,6.257,0.55161,,,,,
30.17,6.259,0.55425,,,,,
30.17,6.26,0.55639,,,,,
30.17,6.262,0.55918,,,,,
30.17,6.263,0.56202,,,,,
30.17,6.264,0.56474,,,,,
30.17,6.266,0.56668,,,,,
30.17,6.267,0.56926,,,,,
30.17,6.268,0.57188,,,,,
30.17,6.269,0.57451,,,,,
30.17,6.271,0.57712,,,,,
30.17,6.272,0.5796,,,,,
30.17,6.272,0.58192,,,,,
30.17,6.274,0.58434,,,,,
30.17,6.275,0.58609,,,,,
30.17,6.275,0.58861,,,,,
30.17,6.276,0.5903,,,,,
30.17,6.277,0.59273,,,,,
30.17,6.278,0.59493,,,,,
30.17,6.279,0.59709,,,,,
30.17,6.28,0.59934,,,,,
30.17,6.284,0.68799,,,,,
30.17,6.289,0.7628,,,,,
30.17,6.294,0.80865,,,,,
30.17,6.264,0.85485,,,,,
30.17,6.259,0.87546,,,,,
30.17,6.256,0.8971,,,,,
30.17,6.255,0.91986,,,,,
30.17,6.257,0.94383,,,,,
30.17,6.262,0.97431,,,,,
30.17,6.263,0.97667,,,,,
30.17,6.263,0.97686,,,,,
30.17,6.259,0.97705,,,,,
30.17,6.262,0.97725,,,,,
30.17,6.257,0.97744,,,,,
30.17,6.258,0.97762,,,,,
30.17,6.257,0.97781,,,,,
30.17,6.255,0.978,,,,,
30.17,6.255,0.97819,,,,,
30.17,6.249,0.97838,,,,,
30.17,6.244,0.97858,,,,,
30.17,6.236,0.97877,,,,,
30.17,6.23,0.97897,,,,,
30.17,6.223,0.97917,,,,,
30.17,6.215,0.97936,,,,,
30.17,6.206,0.97955,,,,,
30.17,6.198,0.97973,,,,,
30.17,6.188,0.97992,,,,,
30.17,6.177,0.98011,,,,,
30.17,6.167,0.9803,,,,,
30.17,6.155,0.9805,,,,,
30.17,6.145,0.9807,,,,,
30.17,6.133,0.9809,,,,,
30.17,6.085,0.98069,,,,,
30.17,5.867,0.9846,,,,,
30.17,5.616,0.98754,,,,,
30.17,5.338,0.9905,,,,,
30.17,5.031,0.99348,,,,,
30.17,4.697,0.99648,,,,,
30.17,4.601,0.99729,,,,,
30.17,4.503,0.99813,,,,,
30.17,4.479,0.99834,,,,,
30.17,4.459,0.99855,,,,,
30.17,4.434,0.99875,,,,,
30.17,4.404,0.99895,,,,,
30.17,4.379,0.99915,,,,,
30.17,4.353,0.99936,,,,,
30.17,4.327,0.99957,,,,,
30.17,4.301,0.99978,,,,,
30.17,4.273,1.0,,,,,
