"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
376.65,101.32,0.0207,0.1131,+-0.05,+-0.02,,
373.1,101.32,0.0447,0.2195,+-0.05,+-0.02,,
370.35,101.32,0.0649,0.2891,+-0.05,+-0.02,,
366.7,101.32,0.1011,0.3802,+-0.05,+-0.02,,
364.7,101.32,0.1208,0.4291,+-0.05,+-0.02,,
361.75,101.32,0.1579,0.5009,+-0.05,+-0.02,,
358.65,101.32,0.2026,0.5697,+-0.05,+-0.02,,
356.75,101.32,0.2285,0.6034,+-0.05,+-0.02,,
354.0,101.32,0.2673,0.6532,+-0.05,+-0.02,,
353.0,101.32,0.2805,0.6682,+-0.05,+-0.02,,
351.05,101.32,0.3156,0.7036,+-0.05,+-0.02,,
346.95,101.32,0.3891,0.7701,+-0.05,+-0.02,,
345.65,101.32,0.4183,0.78999,+-0.05,+-0.02,,
342.65,101.32,0.4917,0.8319,+-0.05,+-0.02,,
340.95,101.32,0.5424,0.8538,+-0.05,+-0.02,,
339.05,101.32,0.6032,0.8784,+-0.05,+-0.02,,
336.35,101.32,0.7001,0.9102,+-0.05,+-0.02,,
335.05,101.32,0.755,0.9274,+-0.05,+-0.02,,
334.15,101.32,0.7854,0.9388,+-0.05,+-0.02,,
332.15,101.32,0.8835,0.9659,+-0.05,+-0.02,,
331.15,101.32,0.9446,0.9805,+-0.05,+-0.02,,
